wt-circle src,shop2-review-attribution,shop2-review-attribution 2,shop2-review-attribution href,screen-reader-only,prose,wt-display-block href,listing-image src,wt-display-table-cell
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jun 9, 2026",Jorden,https://www.etsy.com/people/Woodedchimp?ref=shop_review,4 out of 5 stars,Bought the Dewey shirt for my sisters birthday and she couldn't be happier.,https://www.etsy.com/listing/1654529380/dewey-shirt-dewey-homage-t-shirt-dewey?ref=shop_review,https://i.etsystatic.com/5725487208/r/il/1f1334/5725487208/il_170x135.5725487208_bfze.jpg,"DEWEY Shirt, Dewey Homage T-Shirt, Dewey Kenneth Wilkerson Malcolm In The Middle Character Vintage Merch, Erik Per Sullivan Tee Fan Gift"
https://i.etsystatic.com/iusa/c1aac1/89126804/iusa_75x75.89126804_25h4.jpg?version=0,"on Jun 9, 2026",jocelyn,https://www.etsy.com/people/jocelynsafko?ref=shop_review,5 out of 5 stars,Bought this for myself as I am a big fan and I was not disappointed,https://www.etsy.com/listing/1570160248/retro-fitzwilliam-darcy-shirt?ref=shop_review,https://i.etsystatic.com/5378968662/r/il/538e1a/5378968662/il_170x135.5378968662_hj0z.jpg,"Retro Fitzwilliam Darcy Shirt, Fitzwilliam Darcy Tees, Vintage Fitzwilliam Darcy T-shirt, Pride and Prejudice, Gift for fan"
https://i.etsystatic.com/iusa/d6772b/27493462/iusa_75x75.27493462_e8ra.jpg?version=0,"on Feb 10, 2026",Ellen,https://www.etsy.com/people/ellenbowden1?ref=shop_review,5 out of 5 stars,Came earlier than it was supposed to and it's perfect.,https://www.etsy.com/listing/1192937070/princess-diana-retro-shirt-princess?ref=shop_review,https://i.etsystatic.com/3824318635/r/il/845fc0/3824318635/il_170x135.3824318635_r8u5.jpg,"Princess Diana Retro Shirt, Princess Diana Fan Shirt, Princess Diana Shirt, Princess Diana Unisex Shirt, Princess Diana Public Figure Tee"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jan 21, 2026",Mark,https://www.etsy.com/people/markbarefield?ref=shop_review,5 out of 5 stars,Perfect for the Darcy lover in your life.,https://www.etsy.com/listing/1570160248/retro-fitzwilliam-darcy-shirt?ref=shop_review,https://i.etsystatic.com/5427133755/r/il/2ef252/5427133755/il_170x135.5427133755_h6r5.jpg,"Retro Fitzwilliam Darcy Shirt, Fitzwilliam Darcy Tees, Vintage Fitzwilliam Darcy T-shirt, Pride and Prejudice, Gift for fan"
https://i.etsystatic.com/iusa/84baf4/67727904/iusa_75x75.67727904_5gva.jpg?version=0,"on Jan 3, 2026",Etsy buyer,https://www.etsy.com/people/thimmmarie?ref=shop_review,5 out of 5 stars,"It was a gift, my girlfriend was thrilled.",https://www.etsy.com/listing/1192937070/princess-diana-retro-shirt-princess?ref=shop_review,https://i.etsystatic.com/3824318691/r/il/b1e155/3824318691/il_170x135.3824318691_7wi4.jpg,"Princess Diana Retro Shirt, Princess Diana Fan Shirt, Princess Diana Shirt, Princess Diana Unisex Shirt, Princess Diana Public Figure Tee"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jun 8, 2026",Ashlee,https://www.etsy.com/people/fubve3ls?ref=shop_review,5 out of 5 stars,Awesome buying experience. Shirt arrived super fast and great quality. Highly recommend. A+,https://www.etsy.com/listing/1834290285/james-mcavoy-tribute-t-shirt-james?ref=shop_review,https://i.etsystatic.com/6468940610/r/il/9293bf/6468940610/il_170x135.6468940610_p36q.jpg,"JAMES MCAVOY Tribute T-shirt - James Mcavoy Fans Gift, James Mcavoy Vintage Shirt, James Mcavoy Retro Shirt, James Mcavoy Long Sleeve Shirt"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on May 27, 2026",Taylor,https://www.etsy.com/people/ks4mwkd10xc3qzw9?ref=shop_review,5 out of 5 stars,A great gift for my partner!,https://www.etsy.com/listing/1396813695/retro-taika-waititi-shirt-taika-fans?ref=shop_review,https://i.etsystatic.com/4584085859/r/il/bb4e35/4584085859/il_170x135.4584085859_mmst.jpg,"RETRO TAIKA WAITITI Shirt, Taika Fans Tees, New Zealand Filmmaker, Actor, Comedian Tees, Thor, Taika Waititi Retro 90 Sweater, Taika Waititi"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on May 24, 2026",Kelly,https://www.etsy.com/people/kmdodson3?ref=shop_review,5 out of 5 stars,I love the shirt. Looks great.,https://www.etsy.com/listing/4484442548/david-attenborough-shirt-david?ref=shop_review,https://i.etsystatic.com/7886116380/r/il/b537da/7886116380/il_170x135.7886116380_cf9m.jpg,"DAVID ATTENBOROUGH Shirt, David Attenborough Tshirt, David Attenborough Sweateshirt, David Attenborough Merch, David Attenboroug Shirt"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on May 23, 2026",Santanna,https://www.etsy.com/people/ikx474rlpfev5x8m?ref=shop_review,5 out of 5 stars,"love love love love wear this alllll the time. fits great to size, has beautiful mr shore on it, it's great 🥰",https://www.etsy.com/listing/1820103134/limited-pauly-shore-shirt-pauly-shore?ref=shop_review,https://i.etsystatic.com/6517100837/r/il/3e3b05/6517100837/il_170x135.6517100837_fgju.jpg,"Limited Pauly Shore shirt, Pauly Shore vintage retro design tees, Comedian Shirt, Retro 90's Pauly Shore Shirt, Gift for Fan"
https://i.etsystatic.com/iusa/87e44d/65189052/iusa_75x75.65189052_4tr2.jpg?version=0,"on May 20, 2026",Ib,https://www.etsy.com/people/nbjs1hgs?ref=shop_review,5 out of 5 stars,nice shirt,https://www.etsy.com/listing/1610700137/mia-khalifa-retro-t-shirt-mia-khalifa?ref=shop_review,https://i.etsystatic.com/5503370160/r/il/58d7b5/5503370160/il_170x135.5503370160_otj2.jpg,"MIA KHALIFA Retro T-shirt - Mia Khalifa Tee, Mia Khalifa Long Sleeve Shirt, Mia Khalifa Homage Tees, Mia Khalifa Fans Gifts"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Feb 13, 2026",Aaron,https://www.etsy.com/people/ud9q4uljinr0gdp9?ref=shop_review,5 out of 5 stars,It's my favorite sweater I own,https://www.etsy.com/listing/1212859497/princess-diana-retro-sweatshirt-princess?ref=shop_review,https://i.etsystatic.com/3846564497/r/il/f4d40c/3846564497/il_170x135.3846564497_nq13.jpg,"Princess Diana Retro Sweatshirt, Princess Diana Homage Sweatshirt, Princess Diana Sweatshirt, Princess Diana Unisex Sweatshirt, Princess"
https://i.etsystatic.com/iusa/d6772b/27493462/iusa_75x75.27493462_e8ra.jpg?version=0,"on Feb 10, 2026",Ellen,https://www.etsy.com/people/ellenbowden1?ref=shop_review,5 out of 5 stars,I love Patrick Swayze and I love this shirt,https://www.etsy.com/listing/1668693419/patrick-swayze-shirt-patrick-swayze?ref=shop_review,https://i.etsystatic.com/5718885418/r/il/5e89fc/5718885418/il_170x135.5718885418_dmxt.jpg,"PATRICK SWAYZE Shirt, Patrick Swayze Homage T-Shirt, Patrick Wayne Swayze Vintage Retro 90s Bootleg Merch, Funny Patrick Swayze Fans Gift"
https://i.etsystatic.com/iusa/d6772b/27493462/iusa_75x75.27493462_e8ra.jpg?version=0,"on Feb 10, 2026",Ellen,https://www.etsy.com/people/ellenbowden1?ref=shop_review,5 out of 5 stars,Perfect shirt! You don't see a lot of Rick Moranis merch out there. Im glad I found this shirt.,https://www.etsy.com/listing/1834302285/retro-rick-moranis-shirt-rick-moranis?ref=shop_review,https://i.etsystatic.com/6468996822/r/il/cf2b12/6468996822/il_170x135.6468996822_gmtf.jpg,"RETRO RICK MORANIS Shirt - Rick Moranis Vintage tees ,Rick Moranis Sweatshirt, Rick Moranis crewneck,Homage Rick Moranis 90's Gift Tees"
https://i.etsystatic.com/iusa/e405cb/75844237/iusa_75x75.75844237_7081.jpg?version=0,"on Feb 10, 2026",Sarah,https://www.etsy.com/people/rjnjk4eo?ref=shop_review,5 out of 5 stars,Love this shirt! It made a fantastic gift for my best friend!,https://www.etsy.com/listing/1654522970/selena-quintanilla-tshirt-quintanilla?ref=shop_review,https://i.etsystatic.com/5766944845/r/il/3a266d/5766944845/il_170x135.5766944845_qxfd.jpg,"SELENA QUINTANILLA Tshirt, Quintanilla Family Shirt, Pop r&b Selena Quintanilla-Pérez, Vintage Tee, Selena Quintanilla Sweatshirt Merch Tees"
https://i.etsystatic.com/iusa/8e2f3a/92298536/iusa_75x75.92298536_chkg.jpg?version=0,"on Feb 8, 2026",Ryan,https://www.etsy.com/people/htxt4vyj?ref=shop_review,5 out of 5 stars,Lovely item and quick delivery,https://www.etsy.com/listing/1212859497/princess-diana-retro-sweatshirt-princess?ref=shop_review,https://i.etsystatic.com/3799033146/r/il/d298c5/3799033146/il_170x135.3799033146_1kyw.jpg,"Princess Diana Retro Sweatshirt, Princess Diana Homage Sweatshirt, Princess Diana Sweatshirt, Princess Diana Unisex Sweatshirt, Princess"
https://i.etsystatic.com/iusa/cc1f9a/58098395/iusa_75x75.58098395_ikx5.jpg?version=0,"on Feb 8, 2026",Jordan,https://www.etsy.com/people/jordanbilbrey?ref=shop_review,5 out of 5 stars,"Great, love it so much",https://www.etsy.com/listing/1610683443/john-mulaney-retro-shirt-john-mulaney?ref=shop_review,https://i.etsystatic.com/5551423667/r/il/b17f7a/5551423667/il_170x135.5551423667_rh59.jpg,"John Mulaney Retro Shirt, John Mulaney Homage Shirt, John Mulaney Fan Shirt, John Mulaney Unisex Shirt, John Mulaney Stand Up Comedian Tee"
https://i.etsystatic.com/iusa/6824a0/94206328/iusa_75x75.94206328_8g2f.jpg?version=0,"on Feb 6, 2026",kiara,https://www.etsy.com/people/anhgwguicksop44v?ref=shop_review,5 out of 5 stars,got it as a gift for my friend whos a tzuyu ult and he loved it lol,https://www.etsy.com/listing/1534461527/tzuyu-twice-tzuyu-shirt-tzuyu-fan-tees?ref=shop_review,https://i.etsystatic.com/5140050398/r/il/8f79cd/5140050398/il_170x135.5140050398_kktt.jpg,"Tzuyu Twice, Tzuyu Shirt, Tzuyu Fan Tees, Tzuyu Twice Merch, Tzuyu Vintage Shirt, Retro Tzuyu Korean Singer Tshirt, Tzuyu Poster Shirt, Momo"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Feb 5, 2026",Vicente,https://www.etsy.com/people/zs52gurmz1hp57ka?ref=shop_review,5 out of 5 stars,I loved the overall product,https://www.etsy.com/listing/1493186144/jihyo-twice-jihyo-shirt-momo-fan-tees?ref=shop_review,https://i.etsystatic.com/5017025492/r/il/df00e3/5017025492/il_170x135.5017025492_7c72.jpg,"Jihyo Twice, Jihyo Shirt, Momo Fan Tees, Jihyo Twice Merch, Jihyo Vintage Shirt, Retro Jihyo Korean Tour Tshirt, Jihyo Poster Shirt"
https://i.etsystatic.com/iusa/35f07f/24805672/iusa_75x75.24805672_ax22.jpg?version=0,"on Feb 3, 2026",Kris,https://www.etsy.com/people/RetroRiot11?ref=shop_review,5 out of 5 stars,It came out so good! My mom loved it.,https://www.etsy.com/listing/1237255925/custom-order-vintage-shirt-up-to-you?ref=shop_review,https://i.etsystatic.com/3889504952/r/il/1908ec/3889504952/il_170x135.3889504952_muab.jpg,"Custom Order Vintage Shirt, Up to You Shirt, Insert Your Design, Personalized Shirt, Customized Shirt, Change Your Design Here Shirt"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jan 15, 2026",Hannah,https://www.etsy.com/people/yheo8k4p?ref=shop_review,5 out of 5 stars,Looks just like the picture!,https://www.etsy.com/listing/1546400233/nayeon-twice-nayeon-shirt-nayeon-fan?ref=shop_review,https://i.etsystatic.com/5196278074/r/il/a762e7/5196278074/il_170x135.5196278074_6vrc.jpg,"Nayeon Twice, Nayeon Shirt, Nayeon Fan Tees, Nayeon Twice Merch, Nayeon Vintage Shirt, Retro Nayeon Korean Girl Tour, Nayeon Poster"
https://i.etsystatic.com/iusa/19a609/62553798/iusa_75x75.62553798_dewi.jpg?version=0,"on Jan 15, 2026",Madeleine,https://www.etsy.com/people/tblzxqaq?ref=shop_review,5 out of 5 stars,The shirt made a great birthday gift! It looked just like the picture.,https://www.etsy.com/listing/4394737693/retro-jack-twist-shirt-jack-twist-retro?ref=shop_review,https://i.etsystatic.com/7333592026/r/il/b9050a/7333592026/il_170x135.7333592026_rzro.jpg,"RETRO JACK TWIST Shirt, Jack Twist Retro T-Shirt, Jack Twist Vintage Fan Tees, Jack Twist Kids Tee, Jack Twist Merch Gift,Jack Twist Lover"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"Inactive account on Jan 13, 2026",,,5 out of 5 stars,GOOD STUFF AND VERY AWESOME DESIGNS,https://www.etsy.com/listing/1534461527/tzuyu-twice-tzuyu-shirt-tzuyu-fan-tees?ref=shop_review,https://i.etsystatic.com/5140050398/r/il/8f79cd/5140050398/il_170x135.5140050398_kktt.jpg,"Tzuyu Twice, Tzuyu Shirt, Tzuyu Fan Tees, Tzuyu Twice Merch, Tzuyu Vintage Shirt, Retro Tzuyu Korean Singer Tshirt, Tzuyu Poster Shirt, Momo"
https://i.etsystatic.com/iusa/56be55/82593007/iusa_75x75.82593007_b9a6.jpg?version=0,"on Jan 12, 2026",Nicole,https://www.etsy.com/people/toolitnicole?ref=shop_review,5 out of 5 stars,Good quality! i appreciate the fast shipping too,https://www.etsy.com/listing/1596533846/nayeon-twice-nayeon-shirt-nayeon-fan?ref=shop_review,https://i.etsystatic.com/5551489997/r/il/237f25/5551489997/il_170x135.5551489997_llu9.jpg,"Nayeon Twice, Nayeon Shirt, Nayeon Fan Tees, Nayeon Twice Merch, Nayeon Vintage Shirt, Retro Nayeon Korean Girl Singer Tour, Nayeon Poster"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jan 9, 2026",Rodney,https://www.etsy.com/people/qahnuooy?ref=shop_review,5 out of 5 stars,I really enjoy the shirt that I received. It came very quickly as well. Top purchase!,https://www.etsy.com/listing/1744586626/winona-ryder-winona-ryder-shirt-winona?ref=shop_review,https://i.etsystatic.com/6159559957/r/il/c9d88a/6159559957/il_170x135.6159559957_45lh.jpg,"Winona Ryder, Winona Ryder Shirt, Winona Ryder Merch, Winona Ryder Fan Tees, Retro Winona Ryder Film, Vintage Winona Ryder Poster Shirt"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jan 8, 2026",Dre,https://www.etsy.com/people/scov77fob2c2k3dv?ref=shop_review,5 out of 5 stars,The best tee shirt ever!,https://www.etsy.com/listing/1529301963/robert-barone-shirt-frank-everybody?ref=shop_review,https://i.etsystatic.com/5116515868/r/il/55d3e5/5116515868/il_170x135.5116515868_2ant.jpg,"ROBERT BARONE Shirt, Frank Everybody Loves Raymond Funny T-shirt, Everybody Loves Raymond Brad Garrett, Funny Raymond Ray Barone Tees"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jan 7, 2026",Karina,https://www.etsy.com/people/dsfd29ua9twwng58?ref=shop_review,5 out of 5 stars,Love my T-shirt! Thank you!,https://www.etsy.com/listing/1668699599/cha-eunwoo-t-shirt-cha-eunwoo-fans-shirt?ref=shop_review,https://i.etsystatic.com/5718913486/r/il/3603d6/5718913486/il_170x135.5718913486_4axc.jpg,"CHA EUNWOO T-shirt - Cha Eunwoo Fans Shirt, Cha Eunwoo Vintage Tees, Cha Eunwoo Retro Shirt, Cha Eunwoo Shirt, Cha Eunwoo Bootleg Shirt"
https://i.etsystatic.com/iusa/b984c1/100856863/iusa_75x75.100856863_3jmh.jpg?version=0,"on Jan 7, 2026",Trish,https://www.etsy.com/people/xxyhsgxp?ref=shop_review,5 out of 5 stars,Was cool. Thanks for the item,https://www.etsy.com/listing/1654529362/elena-gilbert-shirt-elena-gilbert-homage?ref=shop_review,https://i.etsystatic.com/5718909604/r/il/a624a4/5718909604/il_170x135.5718909604_4yeg.jpg,"ELENA GILBERT Shirt, Elena Gilbert Homage T-Shirt, Nina Kamenova Dobreva Canadian Actress Vintage Merch, The Vampire Diaries Tee Fan Gift"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jan 6, 2026",Kerrin,https://www.etsy.com/people/pzvtzwmc?ref=shop_review,5 out of 5 stars,Texture is a bit rough but looks good and arrived quickly,https://www.etsy.com/listing/1391242333/chishiya-shirt-shuntaro-chishiya-homage?ref=shop_review,https://i.etsystatic.com/4512166448/r/il/0b5816/4512166448/il_170x135.4512166448_3fhn.jpg,CHISHIYA Shirt | Shuntaro Chishiya Homage T-Shirt | Vintage Cheshire Alice In Borderland Bootleg Merch Fans Gift | Funny Cheshire Retro Tee
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Jan 7, 2026",charlotte,https://www.etsy.com/people/bfgxwr0f?ref=shop_review,4 out of 5 stars,Good quality and item matches the photos,https://www.etsy.com/listing/1654523092/piper-halliwell-vintage-t-shirt-piper?ref=shop_review,https://i.etsystatic.com/5766950137/r/il/3b7409/5766950137/il_170x135.5766950137_gwgf.jpg,"PIPER HALLIWELL Vintage T-shirt - Piper Halliwell Bootleg Tees, Piper Halliwell Fans Gifts, Piper Halliwell Retro Shirt, Piper Kids Tee"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 29, 2025",Etsy buyer,https://www.etsy.com/people/pmp118?ref=shop_review,5 out of 5 stars,Great gift! My daughter-in-law loves the shirt. Quick shipping. Good quality.,https://www.etsy.com/listing/1758780019/serj-tankian-vintage-t-shirt-serj?ref=shop_review,https://i.etsystatic.com/6111440716/r/il/e83333/6111440716/il_170x135.6111440716_e0e2.jpg,"SERJ TANKIAN Vintage T-shirt - Serj Tankian Bootleg Tees, Serj Tankian Fans Gifts, Serj Tankian Retro Shirt, Serj Tankian Kids Tee"
https://i.etsystatic.com/iusa/daf728/113186787/iusa_75x75.113186787_2lwo.jpg?version=0,"on Dec 28, 2025",Brit,https://www.etsy.com/people/ka99spzdv3u7vns2?ref=shop_review,5 out of 5 stars,Good shirt fits as advertised,https://www.etsy.com/listing/1820422727/hardin-scott-retro-tshirt-hardin-scott?ref=shop_review,https://i.etsystatic.com/6402424512/r/il/7a8a22/6402424512/il_170x135.6402424512_nbts.jpg,"HARDIN SCOTT Retro Tshirt, Hardin Scott Fan Club Shirt, Hardin Scott Vintage, Hardin Scott Longsleeve, Hero Fiennes Tiffin Gift Tees"
https://i.etsystatic.com/iusa/b643c0/102707843/iusa_75x75.102707843_ssab.jpg?version=0,"on Dec 27, 2025",Maddy,https://www.etsy.com/people/3y0faorx?ref=shop_review,5 out of 5 stars,The seller is so kind and a great communicator.,https://www.etsy.com/listing/1237255925/custom-order-vintage-shirt-up-to-you?ref=shop_review,https://i.etsystatic.com/3889504952/r/il/1908ec/3889504952/il_170x135.3889504952_muab.jpg,"Custom Order Vintage Shirt, Up to You Shirt, Insert Your Design, Personalized Shirt, Customized Shirt, Change Your Design Here Shirt"
https://i.etsystatic.com/iusa/b643c0/102707843/iusa_75x75.102707843_ssab.jpg?version=0,"on Dec 27, 2025",Maddy,https://www.etsy.com/people/3y0faorx?ref=shop_review,5 out of 5 stars,My siblings thought it was great!,https://www.etsy.com/listing/1237255925/custom-order-vintage-shirt-up-to-you?ref=shop_review,https://i.etsystatic.com/3889504952/r/il/1908ec/3889504952/il_170x135.3889504952_muab.jpg,"Custom Order Vintage Shirt, Up to You Shirt, Insert Your Design, Personalized Shirt, Customized Shirt, Change Your Design Here Shirt"
https://i.etsystatic.com/iusa/b643c0/102707843/iusa_75x75.102707843_ssab.jpg?version=0,"on Dec 27, 2025",Maddy,https://www.etsy.com/people/3y0faorx?ref=shop_review,5 out of 5 stars,The shirts look great! The colours are vibrant,https://www.etsy.com/listing/1237255925/custom-order-vintage-shirt-up-to-you?ref=shop_review,https://i.etsystatic.com/3889504952/r/il/1908ec/3889504952/il_170x135.3889504952_muab.jpg,"Custom Order Vintage Shirt, Up to You Shirt, Insert Your Design, Personalized Shirt, Customized Shirt, Change Your Design Here Shirt"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 27, 2025",Emily,https://www.etsy.com/people/emilyschramm1?ref=shop_review,5 out of 5 stars,"Great shirt! Again, a required review is annoying etsy…",https://www.etsy.com/listing/1610683443/john-mulaney-retro-shirt-john-mulaney?ref=shop_review,https://i.etsystatic.com/5551423667/r/il/b17f7a/5551423667/il_170x135.5551423667_rh59.jpg,"John Mulaney Retro Shirt, John Mulaney Homage Shirt, John Mulaney Fan Shirt, John Mulaney Unisex Shirt, John Mulaney Stand Up Comedian Tee"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 27, 2025",Emily,https://www.etsy.com/people/emilyschramm1?ref=shop_review,5 out of 5 stars,great shirt. I wish i didnt have to write a review for this notification to go away.,https://www.etsy.com/listing/1610683443/john-mulaney-retro-shirt-john-mulaney?ref=shop_review,https://i.etsystatic.com/5551423667/r/il/b17f7a/5551423667/il_170x135.5551423667_rh59.jpg,"John Mulaney Retro Shirt, John Mulaney Homage Shirt, John Mulaney Fan Shirt, John Mulaney Unisex Shirt, John Mulaney Stand Up Comedian Tee"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 27, 2025",jope,https://www.etsy.com/people/vlflmtoy?ref=shop_review,5 out of 5 stars,super cute and well made!!,https://www.etsy.com/listing/1668693419/patrick-swayze-shirt-patrick-swayze?ref=shop_review,https://i.etsystatic.com/5718885418/r/il/5e89fc/5718885418/il_170x135.5718885418_dmxt.jpg,"PATRICK SWAYZE Shirt, Patrick Swayze Homage T-Shirt, Patrick Wayne Swayze Vintage Retro 90s Bootleg Merch, Funny Patrick Swayze Fans Gift"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 26, 2025",Heather,https://www.etsy.com/people/kj3a2pci3o07r1fw?ref=shop_review,5 out of 5 stars,Great shirt. Loved the images,https://www.etsy.com/listing/1843526457/charlie-heaton-retro-t-shirt-charlie?ref=shop_review,https://i.etsystatic.com/6505538330/r/il/00fee6/6505538330/il_170x135.6505538330_s6oa.jpg,"CHARLIE HEATON Retro T-shirt - Charlie Heaton Fan Club, Jonathan Byers Homage T-shirt, Charlie Heaton Fans Gift, Charlie Natalia Couple"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 24, 2025",Ricardo,https://www.etsy.com/people/pfn7p4fxs2w3qr3t?ref=shop_review,5 out of 5 stars,The print on the shirt was very high quality and the material of the shirt felt very comfortable. It made a great gift.,https://www.etsy.com/listing/1507368461/momo-twice-momo-shirt-momo-fan-tees-momo?ref=shop_review,https://i.etsystatic.com/5017026476/r/il/8b5eba/5017026476/il_170x135.5017026476_8s6x.jpg,"Momo Twice, Momo Shirt, Momo Fan Tees, Momo Twice Merch, Momo Vintage Shirt, Retro Momo Korean Tour Tshirt, Momo Gift Poster Shirt"
https://i.etsystatic.com/iusa/41bc8b/63362515/iusa_75x75.63362515_elk8.jpg?version=0,"on Dec 16, 2025",Kate,https://www.etsy.com/people/whaleyk98?ref=shop_review,5 out of 5 stars,This print is really great! Thank you!,https://www.etsy.com/listing/1202447931/tobey-maguire-retro-shirt-tobey-maguire?ref=shop_review,https://i.etsystatic.com/3807515741/r/il/c187d8/3807515741/il_170x135.3807515741_wxp8.jpg,"Tobey Maguire Retro Shirt, Tobey Maguire Homage Shirt, Tobey Maguire Fan Shirt, Tobey Maguire Shirt, Tobey Maguire Funny Dance Shirt"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 16, 2025",Etsy buyer,https://www.etsy.com/people/megs5272?ref=shop_review,4 out of 5 stars,"Fast shipping, great item, would buy from again.",https://www.etsy.com/listing/1596586632/shawn-hunter-retro-t-shirt-shawn-hunter?ref=shop_review,https://i.etsystatic.com/5503621720/r/il/ce5cc3/5503621720/il_170x135.5503621720_iygn.jpg,"SHAWN HUNTER Retro T-shirt - Shawn Hunter Homage Tees, Shawn Hunter Vintage Shirt, Rider Strong Fans Gift, Shawn Hunter 90's Shirt"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 16, 2025",Christie,https://www.etsy.com/people/8r8khrj7hcharsvh?ref=shop_review,5 out of 5 stars,My mom loves this shirt! Perfect gift for her birthday.,https://www.etsy.com/listing/1512770873/olivia-benson-shirt-olivia-benson-homage?ref=shop_review,https://i.etsystatic.com/5090018513/r/il/8e47e8/5090018513/il_170x135.5090018513_i5yw.jpg,"OLIVIA BENSON Shirt, Olivia Benson Homage T-Shirt, Law And Order SVU Vintage Retro Merch Fans Gift, Funny Olivia Benson Bootleg 90s Shirt"
https://i.etsystatic.com/iusa/3f08f8/93367532/iusa_75x75.93367532_sdp6.jpg?version=0,"on Dec 15, 2025",Bryan,https://www.etsy.com/people/swdl6nkw4cb22wkz?ref=shop_review,5 out of 5 stars,Received the item quickly and in a good condition and it also has a great design.,https://www.etsy.com/listing/1190784024/jack-nicholson-retro-shirt-jack?ref=shop_review,https://i.etsystatic.com/3816083687/r/il/2e20d4/3816083687/il_170x135.3816083687_ilm9.jpg,"Jack Nicholson Retro Shirt, Jack Nicholson Homage Shirt, Jack Nicholson Shirt,Jack Nicholson Unisex Shirt, Jack Nicholson Actor Comedian Tee"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 15, 2025",Sabrina,https://www.etsy.com/people/q92tcwnbtvqum6rm?ref=shop_review,5 out of 5 stars,Great quality of the item,https://www.etsy.com/listing/1820422703/hardin-scott-retro-tshirt-hardin-scott?ref=shop_review,https://i.etsystatic.com/6402423864/r/il/e72769/6402423864/il_170x135.6402423864_ic0w.jpg,"HARDIN SCOTT Retro Tshirt, Hardin Scott Fan Club Shirt, Hardin Scott Vintage, Hardin Scott Longsleeve, Hero Fiennes Tiffin Gift Tees"
https://i.etsystatic.com/iusa/d578b8/104111633/iusa_75x75.104111633_4e6a.jpg?version=0,"on Dec 14, 2025",Holley,https://www.etsy.com/people/holleygirl6?ref=shop_review,5 out of 5 stars,My niece will love this.,https://www.etsy.com/listing/1698044907/leonardo-dicaprio-shirt-dicaprio-jack?ref=shop_review,https://i.etsystatic.com/5849339498/r/il/dad11c/5849339498/il_170x135.5849339498_9ktd.jpg,"LEONARDO DiCaprio Shirt, Dicaprio Jack Dawson Shirt, DiCaprio 1998 Titaniic, Candie Django Movie, Leonard Dicaprio TShirt, Wallstreet Shirt"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 12, 2025",Trinity,https://www.etsy.com/people/vxgqlx2b?ref=shop_review,5 out of 5 stars,Came fast and as pictured,https://www.etsy.com/listing/1610753401/will-smith-vintage-shirt-will-smith?ref=shop_review,https://i.etsystatic.com/5551736113/r/il/5c95e9/5551736113/il_170x135.5551736113_kyvf.jpg,"WILL SMITH Vintage Shirt, Will Smith Homage Fan Tees, Will Smith Homage Retro, Will Smith Graphic Retro 90s, Will Smith Merch"
https://i.etsystatic.com/site-assets/images/avatars/default_avatar.png?width=75,"on Dec 11, 2025",Sheri,https://www.etsy.com/people/xj477eb9963x5s7t?ref=shop_review,5 out of 5 stars,"Great quality, delivery was quick considering how far it travelled! Would order again :)",https://www.etsy.com/listing/1834301879/salvatore-brothers-shirt-stefan?ref=shop_review,https://i.etsystatic.com/6468997882/r/il/acf25f/6468997882/il_170x135.6468997882_6lee.jpg,"Salvatore Brother's Shirt, Stefan Salvatore Shirt , Damon Salvatore Shirt, Paul Wesley Shirt, Salvatore Brothers Tees , Gift For Fan"
